Longitude,Latitude,Col2
129.27465512396088,35.217650791250236,6
127.34314708749878,35.0414822370093,2
112.35907239408573,33.5087406908562,5
113.70995036666531,36.60866994589586,4
125.83744379440172,31.14560684061741,1
113.97398027023516,33.181734916697266,8
119.15652101330777,36.37590119164256,4
126.40732553388622,35.13725471206311,9
116.42753474845564,36.94951281277265,4
113.10105676685883,36.51971043988386,0
111.70618742842967,37.38758718254393,3
129.55402602244322,38.41502082894934,1
121.69538790007215,36.04945392783493,7
112.58795613150406,39.57917054277456,3
111.74168898152928,36.97757642346363,5
125.709602676412,30.695820879447307,3
115.55332679413411,30.851969369566614,0
110.19512792535495,38.80554812057777,3
127.721922856189,36.311059940893024,6
111.17185651688082,32.92831247808286,7
127.79500452043072,33.008059821301124,5
129.38318107310192,30.61796877027654,7
128.5404109540909,30.518981980884828,3
129.29586616521465,37.04463011038908,8
111.91179013363326,30.964402628498714,0
129.72314954383606,35.291740191268005,3
121.57905255580219,37.418130909263546,0
121.47938165394915,35.23952981342855,6
113.88199187978718,33.2065954248853,7
116.77489848305162,39.60733730562782,7
117.83220817172526,32.621518658122454,8
110.18091711894905,34.99968564867356,7
126.30512945383437,36.930165424078126,5
128.6367606714476,39.89867041476522,5
110.81953000127963,30.956589812806683,4
115.89350628389398,37.363656470712684,2
118.62902006811804,32.73300730212345,5
129.0324920911599,31.126713304240457,6
117.5938533155215,37.87489602270467,6
115.735378399408,38.96690836520219,4
110.99871455506481,38.28934909256097,6
127.3969786454273,36.111745110324335,3
116.11252470825441,34.163210905313605,7
128.0941701528417,34.8301817758117,4
129.24904270674716,34.095866489047175,1
128.56837912795456,31.78718562315713,6
119.85033789103429,31.159543385128963,3
120.13056599318918,37.19351838244739,7
120.11125952017211,32.42970458608928,4
126.78330955514873,34.043566487560774,6
114.59394929789444,32.96831950117305,4
116.62796371696163,34.935635175986,6
126.75379945181746,39.9657290472001,8
127.09074366819074,32.59954636714856,6
118.90212180029742,32.73532237024549,1
127.81300486541862,35.1317496163571,0
129.0324823523462,37.56831781631894,3
125.30217172010073,31.997345320102994,8
120.49905490687695,36.72830183905299,7
127.41636812020327,35.98050909284877,1
115.9472037973764,35.92281064670709,2
